band,site,mb_side,recap,sex,how_sexed,initials,date_captured,rwl1,rwl2,rwl3,intact_lts,intact_rts,lts1,lts2,lts3,rts1,rts2,rts3,mass_1,mass_2,mass_2_date,mass_3,mass_3_date,color_top,color_bottom,mb_tape,cb_side,lysis,amount,notes_1,nest_1,old_new_1,mate_band_1,ci_1,eggs_1,hatched_1,day_12_1,nest_fate_1,success_1,nest_2,old_new_2,mate_band_2,ci_2,eggs_2,hatched_2,day_12_2,nest_fate_2,success_2,notes_2,nest_3,old_new_3,mate_band_3,ci_3,eggs_3,hatched_3,day_12_3,nest_fate_3,success_3,notes_3,nest_4,old_new_4,mate_band_4,ci_4,eggs_4,hatched_4,day_12_4,nest_fate_4,success_4,notes_4,throat_avg_bright,throat_chroma,throat_hue,throat_total_bright,breast_avg_bright,breast_chroma,breast_hue,breast_total_bright,belly_avg_bright,belly_chroma,belly_hue,belly_total_bright,vent_avg_bright,vent_chroma,vent_hue,vent_total_bright,bird_notes,adult_manipulated,adult_treatment,nest_manipulated,nest_treatment,body_feathers,mass_4_date,mass_4,year,julian_ci_1,julian_ci_2,julian_ci_3,julian_ci_4,mean_rwl,mean_rts,mean_lts,adult_manipulation_date,nest_manipulation_date,additional_data,mass,morph_date,plasma,julian_date_captured,paint_left,paint_right,single_cb_color,cb_tape,total_rs,plasma_date,mass_5_date,mass_5,date_feather
2540-44504,Schaap,NA,NA,M,NA,RJS/MW,2008-05-05,123,123,123,Y,Y,103.5,103.5,103.5,98.5,98.5,99,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,old,2540-44503,2008-05-10,5,4,4,FINE,Y,15,old,NA,2008-06-27,5,4,4,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.516206643,0.687313397,670.3933333,7021.864667,31.16616558,0.48541896,645.1433333,62238.83267,15.43135086,0.517037326,624.1433333,30816.40767,13.47159773,0.568166805,638.7033333,26902.78067,NA,N,NA,N,NA,Y,NA,NA,2008,131,179,NA,NA,123,98.66666667,103.5,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,126,RED,BLUE,NA,NA,8,NA,NA,NA,50508
2540-44505,Make Believe,NA,NA,F,NA,MRW/RJS,2008-05-05,118,118,118,Y,Y,90.5,90.5,90.5,91,90.5,91,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.45011918,0.547044871,660.0766667,26859.888,21.36296645,0.499576529,580.0966667,42661.844,23.18113671,0.498598664,620.1033333,46292.73,22.47916658,0.520411168,661.3566667,44890.89567,NA,N,NA,N,NA,Y,NA,NA,2008,NA,NA,NA,NA,118,90.83333333,90.5,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,126,BLUE,NA,NA,NA,NA,NA,NA,NA,50508
2540-44506,Make Believe,NA,NA,F,NA,MRW/RJS,2008-05-05,118,117.5,117.5,Y,Y,77,77.5,77,78,77.5,78,17.5,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,old,2540-44784,2008-05-30,6,6,6,FINE,Y,25,old,NA,2008-07-22,4,3,3,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02236622,0.478614818,579.4466667,49969.66533,33.62518361,0.440780419,618.44,67149.49167,36.94343649,0.412148483,616.42,73776.04267,24.88783125,0.473340916,579.4466667,49700.999,NA,N,NA,N,NA,Y,NA,NA,2008,151,204,NA,NA,117.6666667,77.83333333,77.16666667,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,126,NA,RED,NA,NA,9,NA,NA,NA,50508
2540-44507,Make Believe,NA,NA,F,NA,RJS,2008-05-05,116,116,116,Y,Y,77.5,77.5,77.5,77,77,77,18.5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2351-05498 & 2351-05801 DIED,26,new,2540-44556?,2008-05-25,4,4,2,FINE,Y,37,new,NA,2008-07-15,4,4,0,FAILED,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.49528426,0.505689996,629.0566667,40929.08267,24.81420698,0.461193877,618.42,49553.97133,23.1630868,0.499982613,622.46,46256.68433,9.635961609,0.508331355,654.4266667,19243.01533,NA,N,NA,N,NA,Y,NA,NA,2008,146,197,NA,NA,116,77,77.5,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,126,BLUE,BLUE,NA,NA,2,NA,NA,NA,50508
2540-44508,Make Believe,NA,NA,M,NA,RJS/MRW,2008-05-05,123,123,123,Y,Y,106,106,106,106,106,106,21.5,21.5,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,28,new,2540-44750,2008-06-24,3,3,3,FINE,Y,17,old,NA,2008-07-23,4,3,2,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.20043732,0.537487981,623.74,30355.27333,30.32281255,0.439399881,577.7366667,60554.65667,23.21193624,0.488507722,609.08,46354.23667,24.25765832,0.530430931,646.41,48442.54367,NA,N,NA,N,NA,Y,NA,NA,2008,176,205,NA,NA,123,106,106,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,126,YELLOW,NA,NA,NA,5,NA,NA,NA,50508
2540-44509,Make Believe,NA,NA,M,NA,MRW,2008-05-05,121.5,121.5,121.5,Y,Y,91,90.5,91,85,85.5,85.5,19.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,old,2540-44558,2008-05-19,5,4,4,FINE,Y,35,new,NA,2008-07-12,4,3,3,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.09300951,0.559155577,655.065,20155.74,29.31260507,0.428521343,593.4133333,58537.27233,27.15296461,0.439310584,627.4933333,54224.47033,20.21958121,0.51565179,612.1266667,40378.50367,NA,N,NA,N,NA,Y,NA,NA,2008,140,194,NA,NA,121.5,85.33333333,90.83333333,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,126,BLUE,YELLOW,NA,NA,7,NA,NA,NA,50508
2540-44510,Make Believe,NA,NA,F,NA,RJS,2008-05-05,120.5,120.5,120.5,Y,Y,80.5,80.5,80.5,79,78.5,79.5,21,21,NA,18.75,NA,NA,NA,NA,NA,NA,NA,NA,29,new,2540-44785,2008-06-05,5,5,5,FINE,Y,40,new,NA,2008-07-25,5,5,5,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.86069938,0.588241803,674.3566667,23685.81667,37.02583175,0.410696235,607.0666667,73940.586,28.53394775,0.472466959,611.41,56982.29367,28.97330746,0.459301243,603.4233333,57859.695,NA,N,NA,N,NA,Y,NA,NA,2008,157,207,NA,NA,120.5,79,80.5,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,126,RED,NA,NA,NA,10,NA,NA,NA,50508
2540-44511,Sunrise,NA,NA,M,NA,MRW/RJS,2008-05-06,120,120,120,Y,Y,86.5,87,87,89,89.5,89,18.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,new,UNBANDED,2008-06-07,5,4,4,FINE,Y,17,new,NA,2008-07-31,5,4,4,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06443165,0.553243603,686.45,26089.67,26.44408997,0.485093134,620.0333333,52808.84767,20.30029294,0.490871408,692.4133333,40539.685,21.57149307,0.51084442,693.4033333,43078.27167,NA,N,NA,N,NA,Y,NA,NA,2008,159,213,NA,NA,120,89.16666667,86.83333333,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,127,BLUE,NA,LBLUE,LBLUE,8,NA,NA,NA,50608
2540-44512,Sunrise,NA,NA,M,NA,RJS,2008-05-06,119,119.5,119,Y,Y,101.5,101.5,102,102,102,102,20,18.5,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,9,old,UNBANDED,2008-05-11,5,4,0,PRED,N,9,old,NA,2008-06-29,5,5,0,PRED,N,NA,11,old,NA,2008-07-30,4,3,3,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.40274044,0.561390993,674.7366667,24768.27267,22.64923218,0.512285823,643.7333333,45230.51667,24.49343232,0.505327132,626.72,48913.38433,21.78872559,0.486651742,666.7433333,43512.085,NA,N,NA,N,NA,Y,NA,NA,2008,132,181,212,NA,119.1666667,102,101.6666667,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,127,BLUE,BLUE,LGREEN,NA,3,NA,NA,NA,50608
2540-44513,Sunrise,NA,NA,F,NA,RJS,2008-05-06,116.5,116,116.5,Y,Y,80,80.5,80.5,81,81.5,81.5,19.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,new,2540-44656,2008-06-27,5,5,5,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5908678,0.569286528,685.4366667,23146.963,28.28182106,0.504914445,602.7733333,56478.79667,31.50183642,0.393119492,589.15,62909.16733,26.06069521,0.50194652,619.4133333,52043.20833,NA,N,NA,N,NA,Y,NA,NA,2008,179,NA,NA,NA,116.3333333,81.33333333,80.33333333,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,127,RED,RED,RED,LBLUE,5,NA,NA,NA,50608
2540-44514,Sunrise,NA,NA,F,NA,MRW,2008-05-06,116.5,116.5,116.5,Y,Y,76,76.5,76,76,76,76,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.87642964,0.574311562,621.4066667,23717.23,33.88851494,0.410167262,573.4333333,67675.36433,37.81511968,0.416963626,579.3766667,75516.794,28.49379419,0.437263437,580.03,56902.107,NA,N,NA,N,NA,Y,NA,NA,2008,NA,NA,NA,NA,116.5,76,76.16666667,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,127,NA,RED,NA,NA,NA,NA,NA,NA,50608
2540-44515,Sunrise,NA,NA,M,NA,RJS,2008-05-06,120.5,120.5,120.5,Y,Y,85,85,85,85,85,85,18.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,old,2540-44518,2008-06-11,2,2,1,FINE,Y,2,old,NA,2008-07-20,4,4,4,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.44799566,0.534627638,693.7766667,36840.64733,21.54408613,0.531998079,694.15,43023.54,29.95034836,0.466150721,615.4233333,59810.84567,28.3994455,0.439710219,650.1133333,56713.69267,NA,N,NA,N,NA,Y,NA,NA,2008,163,202,NA,NA,120.5,85,85,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,127,RED,YELLOW,YELLOW,NA,5,NA,NA,NA,50608
2540-44516,Sunrise,NA,NA,F,NA,MRW,2008-05-06,121,121,121,Y,Y,84,84,84,84,84,84,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,old,UNBANDED,2008-05-24,4,0,0,PRED,N,14,old,NA,2008-07-02,4,4,4,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53151811,0.575957499,658.73,33013.44167,25.12436455,0.453032262,586.0866667,50173.356,23.14629077,0.506605155,657.77,46223.14267,16.13675714,0.553185922,681.4566667,32225.104,NA,N,NA,N,NA,Y,NA,NA,2008,145,184,NA,NA,121,84,84,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,127,YELLOW,YELLOW,NA,NA,4,NA,NA,NA,50608
2540-44517,Sunrise,NA,NA,F,NA,RJS,2008-05-06,118,118,118,Y,Y,83,83,83,83.5,83.5,83.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,old,UNBANDED,2008-05-14,1,0,0,PRED,N,4,old,NA,2008-06-08,3,0,0,PRED,N,NA,4,old,NA,2008-06-28,5,5,5,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.80025138,0.55529711,681.7733333,25562.102,18.19442497,0.524175229,669.7733333,36334.26667,17.85636521,0.492316765,693.7766667,35659.16133,22.28731514,0.551072663,646.1433333,44507.76833,NA,N,NA,N,NA,Y,NA,NA,2008,135,160,180,NA,118,83.5,83,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,127,YELLOW,NA,PINK,NA,5,NA,NA,NA,50608
2540-44518,Sunrise,NA,NA,F,NA,RJS,2008-05-06,117.5,117.5,117.5,Y,Y,72,72,72,77,77,77,21.5,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,old,2540-44515,2008-06-11,2,2,1,FINE,Y,2,old,NA,2008-07-20,4,4,4,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.744636789,0.569746325,690.7966667,17463.03967,34.63920681,0.466584865,607.15,69174.496,33.34731013,0.45425293,615.4333333,66594.57833,20.54422851,0.549506247,652.7733333,41026.82433,NA,N,NA,N,NA,Y,NA,NA,2008,163,202,NA,NA,117.5,77,72,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,127,RED,BLUE,LBLUE,NA,5,NA,NA,NA,50608
2540-44519,Mayas,NA,NA,M,NA,MRW,2008-05-07,118,118,118,Y,Y,104,104,104,105,104.5,105,18.5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,old,2540-44566,2008-05-10,4,0,0,PRED,N,13,old,NA,2008-07-18,5,0,0,PRED,N,NA,13,old,NA,2008-08-11,5,0,0,PRED,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.47650159,0.570650731,657.77,20921.57367,30.80686313,0.480843621,584.39,61521.30567,23.45585929,0.50841513,693.7766667,46841.351,15.60200017,0.574246848,662.49,31157.19433,NA,N,NA,N,NA,Y,NA,NA,2008,131,200,224,NA,118,104.8333333,104,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,128,BLUE,RED,NA,NA,0,28-May,NA,NA,50708
2540-44520,Mayas,NA,NA,F,NA,MRW/RJS,2008-05-07,117.5,117.5,117.5,Y,Y,85.5,85.5,85.5,86.5,86.5,86.5,19.5,20.5,NA,18.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.94453146,0.542210316,678.42,25850.22933,27.53509331,0.44656416,600.3766667,54987.58133,20.34695226,0.446831624,664.4866667,40632.86367,19.18965632,0.534431125,670.1466667,38321.74367,NA,N,NA,N,NA,Y,NA,NA,2008,NA,NA,NA,NA,117.5,86.5,85.5,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,128,NA,YELLOW,NA,NA,NA,06-May,NA,NA,50708
2540-44521,Mayas,NA,NA,F,NA,RJS,2008-05-07,114,114,114,Y,Y,83,83,83,83.5,83.5,83.5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.200521783,0.611417442,681.7733333,18373.442,30.48912001,0.463237818,643.71,60886.77267,24.9028234,0.503407657,670.1466667,49730.93833,22.49312969,0.507727188,681.4,44918.78,NA,N,NA,N,NA,Y,NA,NA,2008,NA,NA,NA,NA,114,83.5,83,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,128,YELLOW,BLUE,NA,NA,NA,06-May,NA,NA,50708
2540-44522,Mayas,NA,NA,M,NA,MRW,2008-05-07,121,121,121,Y,Y,92.5,92.5,92.5,91,91,91,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,old,2540-44562,2008-05-12,4,0,0,PRED,N,17,old,NA,2008-06-14,5,0,0,PRED,N,NA,17,old,NA,2008-08-08,3,0,0,PRED,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.11809982,0.546370814,694.15,24199.84533,23.41983609,0.53028166,694.15,46769.41267,13.76527909,0.509877037,690.7966667,27489.26233,14.3709576,0.510571503,681.7733333,28698.80233,NA,N,NA,N,NA,Y,NA,NA,2008,133,166,221,NA,121,91,92.5,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,128,NA,BLUE,NA,NA,0,06-May,NA,NA,50708
2540-44523,Mayas,NA,NA,M,NA,MRW,2008-05-07,119,119,119,Y,Y,88,88,88,87,87,87,18,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,old,2540-44538,2008-06-15,5,0,0,PRED,N,35,old,NA,2008-07-22,4,3,0,PRED,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.644193791,0.653724153,694.15,9274.455,39.10639993,0.431718372,611.4466667,78095.48067,41.87564647,0.401211231,588.1,83625.666,23.29715006,0.523936452,644.7566667,46524.40867,NA,N,NA,N,NA,Y,NA,NA,2008,167,204,NA,NA,119,87,88,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,128,NA,ORANGE,ORANGE,NA,0,06-May,NA,NA,50708
2540-44524,Mayas,NA,NA,M,NA,RJS,2008-05-07,116.5,116.5,116.5,Y,Y,90.5,90.5,90.5,89.5,90,90,20,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,old,2540-44542,2008-05-29,5,4,0,PRED,N,38,old,NA,2008-07-24,4,4,0,PRED,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1663088,0.526008019,657.45,34281.11867,19.2418194,0.553136134,668.7633333,38425.91333,21.14345235,0.509001466,681.4566667,42223.47433,20.83024687,0.497454355,694.15,41598.003,NA,N,NA,N,NA,Y,NA,NA,2008,150,206,NA,NA,116.5,89.83333333,90.5,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,128,RED,BLUE,WHITE,NA,0,06-May,NA,NA,50708
2540-44525,Mayas,NA,NA,F,NA,RJS,2008-05-07,114,114,114,Y,Y,77,77,77,76.5,76,76.5,21.5,21,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,22,old,2540-44561,2008-05-18,5,4,4,FINE,Y,22,old,NA,2008-07-06,5,4,0,PRED,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.31079937,0.535680411,694.15,30575.66633,21.59570472,0.530553428,663.4766667,43126.62233,14.432334,0.552624341,675.1066667,28821.371,20.33648039,0.541358139,633.13,40611.95133,NA,N,NA,N,NA,Y,NA,19.5,2008,139,188,NA,NA,114,76.33333333,77,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,128,BLUE,BLUE,NA,NA,4,28-May,NA,NA,50708
2540-44526,Mayas,NA,NA,F,NA,MRW,2008-05-07,115,115,115,Y,Y,77,77,77,78,78,78,19,19,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,21,old,UNBANDED,2008-06-15,5,0,0,PRED,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.04150159,0.559025716,658.4133333,32034.87867,40.99089885,0.421336492,606.5066667,81858.825,21.79978468,0.462405825,628.3766667,43534.17,19.56522133,0.521642798,620.07,39071.747,NA,N,NA,N,NA,Y,NA,NA,2008,167,NA,NA,NA,115,78,77,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,128,NA,GREEN,DGREEN,NA,0,NA,NA,NA,50708
2540-44527,Struthers,NA,NA,M,NA,RJS,2008-05-09,123,123,123,Y,Y,90,90,90,90.5,91,91,18,18,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,4,old,2540-44582,2008-05-22,4,3,0,PRED,N,3,old,NA,2008-06-26,5,5,5,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4732467,0.593825324,694.15,22912.07367,22.68165916,0.533037235,657.77,45295.27333,22.55241312,0.483217797,657.1333333,45037.169,18.96659289,0.526485552,657.77,37876.286,NA,N,NA,N,NA,Y,NA,NA,2008,143,178,NA,NA,123,90.83333333,90,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,130,YELLOW,YELLOW,YELLOW,NA,5,NA,NA,NA,50908
2540-44528,Struthers,NA,NA,F,NA,MRW,2008-05-09,117.5,117.5,117.5,Y,Y,81,81,81,81,81.5,81.5,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.02266433,0.558179768,694.15,30000.26067,26.9398239,0.468666083,635.0766667,53798.82833,29.25440711,0.447909523,616.49,58421.051,25.10131848,0.485563128,634.7266667,50127.333,NA,N,NA,N,NA,Y,NA,NA,2008,NA,NA,NA,NA,117.5,81.33333333,81,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,130,RED,NA,NA,NA,NA,NA,NA,NA,50908
2540-44529,Struthers,NA,NA,F,NA,RJS,2008-05-09,118,118,118,Y,Y,79,79,79,80,80,80,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67714171,0.542763042,694.15,23319.252,22.19485946,0.531048152,670.7866667,44323.13433,23.07153497,0.475404098,622.46,46073.85533,25.39824036,0.507654347,634.42,50720.286,NA,N,NA,N,NA,Y,NA,NA,2008,NA,NA,NA,NA,118,80,79,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,130,RED,BLUE,NA,NA,NA,NA,NA,NA,50908
2540-44530,Struthers,NA,NA,M,NA,MRW,2008-05-09,118,118,118,Y,Y,97,97,97,96,96,96,18,18.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,new,2540-44581,2008-06-05,2,0,0,PRED,N,11,new,NA,2008-06-18,5,5,5,FINE,Y,NA,10,new,NA,2008-08-13,2,2,2,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.32254799,0.610204913,694.15,20614.12833,37.99486446,0.397738924,610.7333333,75875.74433,32.42147722,0.468186846,603.1466667,64745.69,23.95383759,0.497776482,622.7533333,47835.81367,NA,N,NA,N,NA,Y,NA,NA,2008,157,170,226,NA,118,96,97,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,130,BLUE,NA,NA,NA,7,NA,NA,NA,50908
2540-44531,Struthers,NA,NA,M,NA,RJS,2008-05-09,121,121,121,Y,Y,91.5,91.5,91.5,99,99,99,19,20,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,2,old,2540-44783,2008-06-17,4,2,2,FINE,Y,2,old,NA,2008-08-01,4,2,2,FINE,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.05752963,0.496009146,687.4266667,38057.88667,25.28011167,0.496545956,637.4466667,50484.383,19.7124637,0.520655727,637.7666667,39365.79,17.64837556,0.574300959,647.4233333,35243.806,NA,N,NA,N,NA,Y,NA,NA,2008,169,214,NA,NA,121,99,91.5,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,130,BLUE,BLUE,PINK,NA,4,NA,NA,NA,50908
2540-44532,Carms,NA,NA,M,NA,RJS,2008-05-09,121.5,121.5,121.5,Y,Y,94.5,94.5,94.5,95.5,95.5,95.5,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,old,2540-44533,2008-06-07,2,0,0,FAILED,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.560325154,0.575620334,694.15,19091.96933,35.41260591,0.427095109,603.7833333,70718.974,24.22726657,0.507201784,606.1033333,48381.85133,20.58361559,0.51913216,669.8266667,41105.48033,NA,N,NA,N,NA,Y,NA,NA,2008,159,NA,NA,NA,121.5,95.5,94.5,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,130,GREEN,NA,NA,NA,0,NA,NA,NA,50908
2540-44533,Carms,NA,NA,F,NA,RJS,2008-05-09,114.5,114.5,114.5,Y?,Y,76.5,76.5,76.5,75,75.5,75.5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,old,2540-44532,2008-06-07,2,0,0,FAILED,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.50864547,0.542968871,660.0866667,40955.765,38.67231981,0.403875629,665.76,77228.62267,20.88301636,0.476452991,683.45,41703.38367,32.76692272,0.479240174,629.3966667,65435.54467,NA,N,NA,N,NA,Y,NA,NA,2008,159,NA,NA,NA,114.5,75.33333333,76.5,NA,NA,"Blood protein data, microbial data, paternity, additional morphometric data, and additional feather data available",NA,NA,NA,130,NA,RED,NA,NA,0,NA,NA,NA,50908
