proofed_by,entered_by,band,site,mb_side,recap,sex,how_sexed,initials,date,rwl1,rwl2,rwl3,lts1,lts2,lts3,intact_lts,rts1,rts2,rts3,intact_rts,mass_1,mass_2_date,mass_2,mass_3_date,mass_3,mass_4_date,mass_4,body_feathers,notes,color_top,color_bottom,mb_tape,cb_side,other_marks,lysis,adult_manipulated,adult_treatment,nest_manipulated,nest_treatment,nest_1,old_new_1,mate_band_1,ci_1,eggs_1,hatched_1,day_12_1,success_1,nest_fate_1,notes_1,nest_2,old_new_2,mate_band_2,ci_2,eggs_2,hatched_2,day_12_2,success_2,nest_fate_2,notes_2,nest_3,old_new_3,mate_band_3,ci_3,eggs_3,hatched_3,day_12_3,success_3,nest_fate_3,notes_3,nest_4,old_new_4,mate_band_4,ci_4,eggs_4,hatched_4,day_12_4,success_4,nest_fate_4,notes_4,pairing_notes
IJM,NC,2850-57877,Make Believe,R,N,M,CP,"APP, SR",2022-06-14,120,120.5,120.5,NA,NA,NA,N,81,80.5,81,Y,17.41,,,,,,,Y,missing LTS,Yellow,Red,Yellow,L,,Y,N,,N,,13,old,2850-57878,2022-06-14,5,3,3,Y,fledged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caught in side barn 
IJM,NC,2850-57878,Make Believe,L,N,F,BP,"SR, APP",2022-06-14,118.5,118,118,69.5,70,70,Y,69,69,69,Y,19.77,,,,,,,Y,,Dk Green,Yellow,Blue,R,,Y,N,,N,,13,old ,2850-57877,2022-06-14,5,3,3,Y,fledged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,side barn 
IJM,NC,2850-57518,Make Believe,R,Y,M,CP,HKD,2022-06-14,123,122.5,123,NA,NA,NA,N,101,101.5,101,Y,18.14,,,,,,,Y,LTS broken,Yellow,Orange,NONE,L,,Y,N,,N,,14,old,2850-57576,2022-05-28,5,4,4,Y ,fledged,,69,old ,2850-57576,2022-07-14,4,2,2,N,failed ,dead in nest D18,,,,,,,,,,,,,,,,,,,,,caught near #14
IJM,NC,2850-57576,Make Believe,R,N,F,BP,HKD,2022-06-02,118,118,118,79,79.5,79.5,Y,79,79.5,79,Y,17.9,2022-06-14,17.59,,,,,Y,,Black,Pink,White,L,,Y,N,,N,,14,old,2850-57518,2022-05-28,5,4,4,Y ,fledged,,69,old ,2850-57518,2022-07-14,4,2,2,N,failed ,dead in nest D18,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57872,Make Believe,R,N,F,BP,APP,2022-06-07,120.5,120.5,120,79.5,79.5,79.5,Y,80,80,80,Y,19.12,2022-06-25,16.67,,,,,Y,,Dk Green,Red,NONE,L,,Y,N,,N,,26,old ,2850-57873,2022-05-30,4,4,4,Y,fledged,,48,new,2850-57873,2022-07-19,4,4,4,Y,fledged,"2N found dead, 2N fledged",,,,,,,,,,,,,,,,,,,,,caught in hallway net in front door
IJM,NC,2850-57873,Make Believe,L,N,M,"CP, TS",APP,2022-06-07,121.5,121.5,122,94,93.5,94,Y,91.5,91.5,91.5,Y,17.78,,,,,,,Y,,Red,White,NONE,R,,Y,N,,N,,26,old,2850-57872,2022-05-30,4,4,4,Y,fledged,,48,new,2850-57872,2022-07-19,4,4,4,Y,fledged,"2N found dead, 2N fledged",,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57635,Make Believe,R,Y,F,BP,SRG/HKD,2022-06-25,121,120,121,75.5,75.5,75.5,Y,75,75,75.5,Y,17.99,,,,,,,Y,,Purple,White,NONE,L,,Y,N,,N,,34,old,2850-57668,2022-05-31,5,4,4,Y,fledged,,38,old ,2850-57668,2022-07-18,5,4,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57668,Make Believe,R,N,M,CP,SRG/HKD,2022-06-25,115,115,116,81,81,81.5,Y,79,79.5,79.5,Y,15.92,,,,,,,Y,,Lt Blue,Lt Blue,Blue,L,,Y,N,,N,,34,old,2850-57635,2022-05-31,5,4,4,Y,fledged,,38,old ,2850-57635,2022-07-18,5,4,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57680,Make Believe,L,N,M,CP,NC,2022-07-04,121,121,121,82,82,82,Y,82.5,82.5,82.5,Y,17.36,,,,,,,Y,,Black,Black,NONE,R,,Y,N,,N,,62,old,2850-57876,2022-06-10,4,0,0,N,unhatched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caught in side shed
IJM,NC,2850-57876,Make Believe,L,N,F,BP,SR/APP,2022-06-14,117.5,118,118,75,75,75,Y,72,72,72,Y,19.4,,,,,,,Y,,Purple,Orange,Yellow,R,,Y,N,,N,,62,old,2850-57680,2022-06-10,4,0,0,N,unhatched,,62.2,old ,2850-57750,2022-07-14,3,0,0,N,unhatched,,,,,,,,,,,,,,,,,,,,,,caught in shed; mated w/ 2 diff males for 1st and 2nd attempt 
IJM,NC,2850-57750,Make Believe,R,N,M,CP,APP,2022-08-11,122,122,121.5,83.5,83.5,83.5,?,78.5,78,78,Y,16.91,,,,,,,Y,,White,Dk Green,NONE,L,,Y,N,,N,,62.2,old,2850-57876,2022-07-14,3,0,0,N,unhatched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caught in side shed. Never officially confirmed but very likely male at nest 62.2
IJM,NC,2350-21085,Make Believe,R,Y,M,CP,RS,2022-06-02,119,119,119,NA,NA,NA,N,84.5,84.5,84.5,Y,18.2,,,,,,,Y,,Dk Green,Pink,NONE,L,,Y,N,,N,,73,old,2640-97596,2022-05-16,5,5,5,Y,fledged,,73.2,old ,2640-97596,2022-07-05,5,5,5,Y,fledged,,,,,,,,,,,,,,,,,,,,,,caught in side nest near nest 73
IJM,NC,2640-97596,Make Believe,R,Y,F,BP,HKD,2022-06-02,114,114.5,114,74,74,74,Y,75,75,75,Y,19.6,,,,,,,Y,,Dk Blue,Orange,NONE,L,,Y,N,,N,,73,old,2350-21085,2022-05-16,5,5,5,Y,fledged,,73.2,old ,2350-21085,2022-07-05,5,5,5,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
AS,HKD,2850-57691,Marte's,R,N,M,CP,SG,2022-07-07,118,117.5,117.5,73,73,73.5,Y,77,77,76.5,Y,17.13,,,,,,,Y,"nests not monitored regularly, metal band only",NA,NA,NA,NA,,Y,N,,N,,1?,unknown,2850-57692,unknown,unkown,unknown,3,Y,fledged,"1st brood had 3 chicks (2 fledged), one chick died during nestling banding",2?,?,2850-57692,unknown,3,3,3,Y,fledged,"nestlings banded, nest monitored by site owner",,,,,,,,,,,,,,,,,,,,,
AS,HKD,2850-57692,Marte's,R,N,F,BP,SG,2022-07-07,114,114,113.5,73,73,73.5,Y,72,72,71.5,Y,NA,,,,,,,Y,no mass because bird got away,NA,NA,NA,NA,,Y,N,,N,,1?,unknown,2850-57691,unknown,unkown,unknown,3,Y,fledged,"1st brood had 3 chicks (2 fledged), one chick died during nestling banding",2?,?,2850-57691,unknown,3,3,3,Y,fledged,"nestlings banded, nest monitored by site owner",,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57550,Mary Ann's,L,Y,F,BP,APP,2022-08-10,118,118,118,79,79,79,Y,79,79,78.5,Y,18.59,,,,,,,Y,,Pink,Pink,Blue,R,had blue tape but we removed it to read band # and did not replace,Y,N,,N,,1,old,2870-64916,2022-07-29,4,4,1,N,failed ,estimated Ci; last N found dead D19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2870-64916,Mary Ann's,R,N,M,CP,APP,2022-08-10,130,129.5,129.5,NA,NA,NA,N,98,98.5,98.5,Y,19.58,,,,,,,Y,,Dk Blue,Red,NONE,L,,Y,N,,N,,1,old,2850-57550,2022-07-29,4,4,1,N,failed ,estimated Ci; last N found dead D19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2870-64917,Mary Ann's,R,N,NA,NA,HKD,2022-08-10,115.5,115,115,NA,NA,NA,N,NA,NA,NA,N,15.88,,,,,,,Y,no tail measures or sex bc juvenile,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKD,AS,2850-57590,Maya's,L,N,F,BP,RJS,2022-07-03,124,124,124,84.5,84.5,84.5,Y,81.5,81.5,82,Y,19.2,,,,,,,Y,"yellow sharpie on LTS, no colour bends",NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKD,AS,2850-57591,Maya's,L,N,F,BP,RJS,2022-07-03,115,115.5,115.5,78.5,78.5,78.5,Y,76.5,76.5,76.5,Y,17,,,,,,,Y,,NA,NA,NA,NA,yellow sharpie on tail,Y,N ,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKD,AS,2850-57592,Maya's,L,N,F,BP,RJS,2022-07-03,121,121,121,86,86,86,Y,85.5,85.5,85,Y,19.8,,,,,,,Y,,NA,NA,NA,NA,yellow sharpie on tail,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKD,AS,2850-57593,Maya's,L,N,M,CP,RJS,2022-07-03,118.5,118,118.5,88,88,88,Y,87,87,87,Y,18,,,,,,,Y,,NA,NA,NA,NA,yellow sharpie,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKD,AS,2850-57594,Maya's,L,N,F,BP,RJS,2022-07-03,119,119,119,75,75,75,Y,75,75,75,Y,17.5,,,,,,,Y,,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKD,AS,2850-57595,Maya's,L,N,M,CP,RJS,2022-07-03,121.5,121.5,121.5,104,104,104,Y,NA,NA,NA,N,17.9,,,,,,,Y,RTS broken,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKD,AS,2850-57596,Maya's,L,N,F,BP,RJS,2022-07-03,115,115,115,76,76,76,Y,74,74.5,74.5,Y,17.1,,,,,,,Y,,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKD,AS,2850-57597,Maya's,L,N,M,CP,RJS,2022-07-03,119.5,119.5,119.5,NA,NA,NA,N,90,90,90,Y,16.9,,,,,,,Y,,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKD,AS,2850-57677,Maya's,R,N,M,CP,HKD,2022-07-03,121.5,121,121,91.5,91,91.5,Y,90.5,91,91,Y,17.43,,,,,,,Y,,NA,NA,NA,NA,green sharpie,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKD,AS,2850-57678,Maya's,L,N,M,CP,HKD,2022-07-03,119,119,118.5,NA,NA,NA,N,93,93.5,93.5,Y,17.11,,,,,,,Y,RTS broken,NA,NA,NA,NA,green sharpie,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKD,AS,2850-57747,Maya's,L,N,F,BP,ASF,2022-07-03,119,119,119.5,81,81,81.5,Y,81,81,81,Y,18.4,,,,,,,Y,,NA,NA,NA,NA,yellow sharpie on tail,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,AS,2850-57887,Maya's,R,N,F,BP,APP,2022-07-03,119,118.5,119,73,72.5,72.5,Y,73.5,73.5,74,Y,18.5,,,,,,,Y,,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,AS,2850-57888,Maya's,R,N,F,BP,APP,2022-07-03,118.5,118.5,119,76,76,76,Y,77,77,76.5,Y,18.1,,,,,,,Y,,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,AS,2850-57889,Maya's,R,N,M,CP,APP,2022-07-03,118,118,118.5,87.5,87.5,88,Y,NA,NA,NA,N,16.1,,,,,,,Y,,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,AS,2850-57890,Maya's,R,N,M,CP,ASF,2022-07-03,119.5,120,120,94,94,94,Y,92,92,92,Y,17.9,,,,,,,Y,,NA,NA,NA,NA,yellow sharpie on tail,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,HKD,2850-57639,McCauley,L,N,M,"CP, color",ASF,2022-06-07,121,120.5,121,91,91,91,Y,87.5,88,88,Y,19.46,,,,,,,Y,small infection on toe,Orange,Dk Green,NONE,R,,Y,N,,N,,1,old,2850-57640,2022-05-23,2,2,2,Y,fledged,,2,old,2850-57640,2022-07-07,5,4,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,at nest #1 in barn
IJM,HKD,2850-57640,McCauley,L,N,F,BP,HKD/ASF,2022-06-07,117,117,117,70,70,70,Y,71,71,71,Y,19.54,,,,,,,Y,,Lt Blue,Pink,NONE,R,,Y,N,,N,,1,old,2850-57639,2022-05-23,2,2,2,Y,fledged,,2,old,2850-57639,2022-07-07,5,4,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,
IJM,HKD,2850-57752,McCauley,R,N,M,CP,ASF,2022-08-15,122,122,121.5,89,89,89,Y,94,94,94,Y,15.94,,,,,,,Y,,Lt Green,White,NONE,L,,Y,N,,N,,4,new,2850-57753,2022-07-20,5,5,4,Y,fledged,possible that this nest was built early in the season when we weren't allowd to go upstairs in the barn. Possibly a true 2nd brood and we missed the 1st brood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,HKD,2850-57753,McCauley,L,N,F,BP,APP,2022-08-15,116,116,116,83.5,83.5,84,Y,82,82,82,Y,16.54,,,,,,,Y,"had less belly/vent feathers than normal, under feathers (belly/vent) were showing, feathers are darker/black. ",White,Dk Blue,NONE,R,,Y,N,,N,,4,new,2850-57752,2022-07-20,5,5,4,Y,fledged,possible that this nest was built early in the season when we weren't allowd to go upstairs in the barn. Possibly a true 2nd brood and we missed the 1st brood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,HKD,2850-57690,Plumbumpy,R,N,M,CP,HKD,2022-07-07,119,119.5,119,NA,NA,NA,N,89,89.5,89,Y,17.98,,,,,,,Y,LTS tip broken. Metal band only,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,HKD,2850-57694,Quick,R,N,M,CP,SG,2022-07-11,116,115.5,116,84.5,84,84.5,Y,83,83.5,83.5,Y,16.96,,,,,,,Y,"caught in shop with playback, probably had nest in loafing shed that failed earlier",NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,HKD,2850-57695,Quick,R,N,M,CP,HKD,2022-07-11,122,121.5,122,95,95,95,Y,91,90.5,91,Y,18.75,,,,,,,Y,"caught in middle stall of barn, likely at nest in hallway previously where nestlings died",NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,NC,2850-57619,Reinarz,L,Y,M,CP,ASF,2022-06-25,120,120,120,90,90,90,Y,90.5,91,90.5,Y,17.3,,,,,,,Y,,Orange,Lt Blue,NONE,R,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2811-39093,Schaap ,R,Y,M,CP,RJS,2022-07-05,119,119,119,88.5,88.5,88.5,Y,90.5,90.5,90.5,Y,17.7,,,,,,,Y,"horse hair wound around left leg/metal band, removed band from swollen L leg and placed on R leg; born at Grizz 2021",NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2811-83402,Schaap ,L,Y,F,BP,NC,2022-07-05,115,115,115,72,72,72,Y,71,71.5,71,Y,17.12,,,,,,,Y,Born at make believe 2021,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57563,Schaap ,R,Y,M,CP,RJS,2022-07-05,117,117,117,88,88,88,Y,89,89,89,Y,16.4,,,,,,,Y,,Lt Green,Red,NONE,R,Yellow sharpie ,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57604,Schaap ,R,Y,F,BP,RJS,2022-07-05,120,120,120,81.5,82,81.5,Y,81.5,81.5,81.5,Y,19,,,,,,,Y,caught with food in bill,Dk Blue,Black,NONE,L,yellow sharpie; green tape removed ,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57607,Schaap ,L,Y,M,CP,APP,2022-07-05,119,119,119,94,94,93.5,Y,95,95,95,Y,17.02,,,,,,,Y,,White,Lt Blue,NONE,R,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57701,Schaap ,L,Y,M,CP,RJS,2022-07-05,119,119,119,NA,NA,NA,N,90,90,90,Y,18.1,,,,,,,Y,,Black,Dk Blue,NONE,R,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57904,Schaap ,R,Y,F,BP,RJS,2022-07-05,115.5,116,115.5,NA,NA,NA,N,75,75,75,Y,19.1,,,,,,,Y,,Lt Blue,Orange,NONE,L,sharpie,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57598,Schaap ,L,N,M,CP,RJS,2022-07-05,119,119.5,119,96,96,96,Y,NA,NA,NA,N,16.7,,,,,,,Y,,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57600,Schaap ,L,N,M,"CP, color",RJS,2022-07-05,118.5,118.5,118.5,68,68,68,N,82,82,82,Y,16.4,,,,,,,Y,LTS growing back ,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57681,Schaap ,R,N,M,CP,HKD,2022-07-05,118,118,118,91,91,91,Y,92.5,93,93,Y,16.6,,,,,,,Y,,NA,NA,NA,NA,green sharpie,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57682,Schaap ,L?,N,F,BP,HKD,2022-07-05,118,118,118,77,77,77.5,Y,77,77.5,77.5,Y,18.46,,,,,,,Y,,NA,NA,NA,NA,green sharpie,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57891,Schaap ,R,N,F,BP,APP,2022-07-05,116,116,116.5,75,75,74.5,Y,74,74.5,74,Y,17.06,,,,,,,Y,,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57892,Schaap ,R,N,F,BP,APP,2022-07-05,117.5,117,117,77,77.5,77,Y,78,78,78.5,Y,18.33,,,,,,,Y,,NA,NA,NA,NA,yellow sharpie,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57893,Schaap ,R,N,F,BP,NC,2022-07-05,119.5,119.5,119.5,NA,NA,NA,N,NA,NA,NA,N,17.02,,,,,,,Y,both TS in points,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57894,Schaap ,R,N,F,BP,APP,2022-07-05,122,122,122,79.5,79.5,79.5,Y,79.5,79.5,80,Y,17.77,,,,,,,Y,,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2850-57895,Schaap ,R,N,M,CP,NC,2022-07-05,115.5,115.5,116,82.5,82.5,82.5,Y,82,82,82,Y,16.41,,,,,,,Y,,NA,NA,NA,NA,green sharpie,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2870-65001,Schaap ,L,N,M,CP,RJS,2022-07-05,116,116,116,81,80.5,81,Y,81,81,81,Y,17.9,,,,,,,Y,,NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,NC,2870-65002,Schaap ,L,N,F,BP,RJS,2022-07-05,116,116,116,73,73.5,73,Y,71.5,72,72,Y,15.9,,,,,,,Y,"small, pale female",NA,NA,NA,NA,,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,HKD,2850-57641,Sol y Sombra,L,N,F,BP,ASF,2022-06-10,119,119,119,84,84.5,84.5,Y,83,83.5,84,Y,NA,,,,,,,Y,"no vent feather collected, and no mass taken. Bird looked stressed so we released her early",Lt Blue,White,NONE,R,,Y,N,,N,,2,old,2850-57642,2022-05-29,5,0,0,N,predated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,HKD,2850-57642,Sol y Sombra,L,N,M,CP,HKD/ASF,2022-06-10,122,122,122,91,91.5,91,Y,91.5,91.5,91.5,Y,17.41,,,,,,,Y,,Purple,Purple,NONE,R,,Y,N,,N,,2,old,2850-57641,2022-05-29,5,0,0,N,predated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,HKD,2850-57698,Speedwell,R,N,F,BP,APP,2022-07-16,120.5,120.5,120,77.5,77.5,78,Y,78,78,78.5,Y,18,,,,,,,Y,metal band only,NA,NA,NA,NA,,Y,N,,N,,unknown,unknown,unknkown,unknown,unkown,unknown,unknown,unknown,unknown,likely 1st clutch in same nest as 2nd brood but not monitored until later in the season. Saw 4 fledglings flying around during adult captures,1,?,2850-57699,NA,4,4,4,Y,fledged,"only checked for hatch and fledge date, not full monitoring",,,,,,,,,,,,,,,,,,,,,
AS,HKD,2850-57699,Speedwell,R,N,M,CP,APP,2022-07-16,120.5,120.5,120.5,88.5,89,89,Y,NA,NA,NA,N,16.25,,,,,,,Y,"metal band only, RTS broken",NA,NA,NA,NA,,Y,N,,N,,unknown,unknown,unknkown,unknown,unkown,unknown,unknown,unknown,unknown,likely 1st clutch in same nest as 2nd brood but not monitored until later in the season. Saw 4 fledglings flying around during adult captures,1,?,2850-57698,NA,4,4,4,Y,fledged,"only checked for hatch and fledge date, not full monitoring",,,,,,,,,,,,,,,,,,,,,
AS,HKD,2850-57679,Starlight,R,N,M,CP,HKD,2022-07-03,119,119.5,119,88,88.5,88,Y,85.5,86,85.5,Y,19.52,,,,,,,Y,from nest further north on east side of barn. Metal band only,NA,NA,NA,NA,red sharpie,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJM,HKD,2850-57551,Struthers,L,Y,F,BP,APP,2022-06-01,120.5,120.5,120.5,78,78,78,Y,77.5,77.5,77.5,Y,19,,,,,,,Y,tape was still on so we didn't double check the band number; tattered right wing,Lt Green,Dk Green,Green,R,,Y,N,,N,,10,old,2850-57552,2022-05-11,5,5,5,Y,fledged,,20,old,2850-57552,2022-06-26,6,5,5,Y,fledged,one N found dead on day 18,,,,,,,,,,,,,,,,,,,,,
IJM,HKD,2850-57552,Struthers,L,Y,M,"TS, color",APP,2022-06-01,124.5,124,124,95.5,95.5,95.5,N,95,95,95,Y,17.6,,,,,,,Y,"bug in mouth, poked both sides for blood",Orange,Red,NONE,R,,Y,N,,N,,10,old,2850-57551,2022-05-11,5,5,5,Y,fledged,,20,old,2850-57551,2022-06-26,6,5,5,Y,fledged,one N found dead on day 18,,,,,,,,,,,,,,,,,,,,,
AS,NC,2850-57645,Struthers,R,N,F,BP,NC,2022-06-16,116,116,116.5,75,75,75,Y,76.5,76.5,76.5,Y,19.03,,,,,,,Y,caught in shed off nest #22,Yellow,Pink,NONE,L,no tape added,Y,N,,N,,22,new?,2850-57674,2022-06-10,5,0,0,N,unhatched,,3,old,2850-57674,2022-07-31,4,4,4,Y,fledged,,,,,,,,,,,,,,,,,,,,,,caught in shed off nest #22
AS,NC,2850-57674,Struthers,R,N,M,CP,IJM,2022-06-30,120,120,120,87.5,87.5,87.5,Y,87.5,87.5,87.5,Y,17.49,,,,,,,Y,caught in horse shed with playback,Dk Blue,Dk Blue,NONE,L,,Y,N,,N,,22,new? ,2850-57645,2022-06-10,5,0,0,N ,unhatched,,3,old,2850-57645,2022-07-31,4,4,4,Y ,fledged,,,,,,,,,,,,,,,,,,,,,,caught in horse shed with playback
AS,NC,2850-57683,Struthers,L,N,F,BP,HKD,2022-07-07,119,119,118.5,NA,NA,NA,N,74.5,74.5,74.5,Y,17.66,,,,,,,Y,"LTS very short and regrowing; her claw poked heather's finger and made her bleed, caught in round shed",Lt Green,Orange,NONE,R,,Y,N,,N,,23,new,2850-57684,2022-07-03,4,0,0,N,unhatched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caught in round shed
AS,NC,2850-57684,Struthers,R,N,M,CP,HKD,2022-07-07,119,119.5,119.5,NA,NA,NA,N,83,83,83,Y,17.64,,,,,,,Y,"LTS regrowing; 8th and 9th primary on L wing broken at tip -some 2 also regrowing, caught in round shed ",Yellow,Black,NONE,L,,Y,N,,N,,23,new,2850-57683,2022-07-03,4,0,0,N,unhatched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caught in round shed
AS,NC,2850-57608,Urban Farm Girlz,L,Y,F,brooding ,HKD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,N,never caught in 2022 but most likely recap from 2021 so confident on band #,Red,Pink,NONE,R,,N ,N,,N,,2,old,2850-57899,2022-05-20,4,3,3,Y,fledged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,never caught in 2022 but most likely recap from 2021 so confident on band #
AS,NC,2850-57899,Urban Farm Girlz,R,N,M,"CP, color",APP,2022-06-01,119,119,119,83,83,83,Y,83,83,83,Y,NA,,,,,,,N,6/1/22 released without weight and feathers because bird was stressed and it was cold,White,Lt Blue,Green,L,,Y,N,,N,,2,old,2850-57608,2022-05-20,4,3,3,Y,fledged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,NC,2850-57629,Urban Farm Girlz,R,Y,F,BP,HKD,2022-06-20,117,117,117,79,79,79,Y,NA,NA,NA,N,19.02,,,,,,,Y,"RTS broken and short; missing tip of one of left toes; caught off of nest #8, was incubating",Dk Green,Yellow,NONE,L,,Y,N,,N,,8,new,2850-57868,2022-06-11,4,3,3,Y,fledged,,8.2,old,2850-57868,2022-07-26,5,4,4,Y ,fledged,,,,,,,,,,,,,,,,,,,,,,"caught off nest 8, was incubating"
AS,NC,2850-57868,Urban Farm Girlz,L,N,M,CP,APP,2022-06-01,120,120,120,91,91.5,91,Y,90,90,91,Y,19,,,,,,,Y,feathers not recorded initially,Red,Black,Yellow,R,,Y,N,,N,,8,new,2850-57629,2022-06-11,4,3,3,Y,fledged,,8.2,old,2850-57629,2022-07-26,5,4,4,Y ,fledged,,,,,,,,,,,,,,,,,,,,,,
