"date","initials","day12","est_age","site","nest","brood","eggs","mom_band","dad_band","band","feathers","rwl","mites_nestling","lysis_amt","mass","survived","nestling_notes","mites_pt","nest_notes","nestling_manipulated","nestling_treatment","nestling_manipulation_date","lysis","nestling_num","year","mites","mom_origin","dad_origin","original_site","original_nest","additional_data","clutch_size","max_brood","mites_nest","plasma_amount","slides","tarsus","nestling_manipulation","plasma","sex","mom_biol_band","dad_biol_band"
"2018-08-04","ERG","N","11","Colorado Horse Rescue","11.0","2","1","2640-97456","2640-97434","2811-00480","Y","28","N","0.3","14.8","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-18","EMD,KAS","Y","","Colorado Horse Rescue","14.0","1","0","Unknown","Unknown ","2721-02777","Y","68","N","0.5","18.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-18","EMD,KAS","Y","","Colorado Horse Rescue","14.0","1","0","Unknown","Unknown ","2721-02778","Y","76.5","N","0.5","18","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-18","EMD,KAS","Y","","Colorado Horse Rescue","14.0","1","0","Unknown","Unknown ","2721-02779","Y","72","N","1","16.8","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-02","ERG.AMG","Y","","Colorado Horse Rescue","18.0","1","0","2640-97316","2640-97455","2321-62829","Y","58","N","1","14.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-02","ERG.AMG","Y","","Colorado Horse Rescue","18.0","1","0","2640-97316","2640-97455","2321-62830","Y","50","N","0.25","14.2","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-02","ERG.AMG","Y","","Colorado Horse Rescue","18.0","1","0","2640-97316","2640-97455","2321-62831","Y","54.5","N","1","14","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-02","ERG.AMG","Y","","Colorado Horse Rescue","18.0","1","0","2640-97316","2640-97455","2321-62832","Y","61","N","0.75","17.1","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-02","ERG.AMG","Y","","Colorado Horse Rescue","18.0","1","0","2640-97316","2640-97455","2321-62833","Y","64","N","0.75","17.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-16","EMD,KAS,AM","Y","","Colorado Horse Rescue","19.0","1","0","2640-97170","2640-97431","2721-02780","Y","48","N","0.5","14.5","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-16","EMD,KAS,AM","Y","","Colorado Horse Rescue","19.0","1","0","2640-97170","2640-97431","2721-02781","Y","55","N","0.5","15.5","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-16","EMD,KAS,AM","Y","","Colorado Horse Rescue","19.0","1","0","2640-97170","2640-97431","2721-02782","Y","47","N","0.5","15.1","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-16","EMD,KAS,AM","Y","","Colorado Horse Rescue","19.0","1","0","2640-97170","2640-97431","2721-02783","Y","51","N","0.75","15.7","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-16","EMD,KAS,AM","Y","","Colorado Horse Rescue","19.0","1","0","2640-97170","2640-97431","2721-02784","Y","50","N","0.75","14.8","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-09","EMD","N","13-14","Colorado Horse Rescue","19.2","2","0","2640-97170","2640-97431","2811-00509","Y","82","N","0.5","16.6","N","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-09","EMD","N","13-14","Colorado Horse Rescue","19.2","2","0","2640-97170","2640-97431","2811-00510","Y","74","N","0.25","17","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-09","EMD","N","13-14","Colorado Horse Rescue","19.2","2","0","2640-97170","2640-97431","2811-00511","Y","76","N","0.75","16.7","N","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-09","EMD","N","13-14","Colorado Horse Rescue","19.2","2","0","2640-97170","2640-97431","2811-00512","Y","75","N","0.9","15.8","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-14","AMG,JKC","Y","","Colorado Horse Rescue","20.0","2","2","2640-97313","2640-97506","2321-62867","Y","51","N","0.4","13.02","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-14","AMG,JKC","Y","","Colorado Horse Rescue","20.0","2","2","2640-97313","2640-97506","2321-62868","Y","50","N","1","15.3","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-14","AMG,JKC","Y","","Colorado Horse Rescue","20.0","2","2","2640-97313","2640-97506","2321-62869","Y","51","N","0.2","15","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-14","EMD,KAS,MTM","Y","","Colorado Horse Rescue","21.0","1","0","2640-97438","2640-97508","2721-02773","Y","66","N","0.5","14.3","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-14","EMD,KAS,MTM","Y","","Colorado Horse Rescue","21.0","1","0","2640-97438","2640-97508","2721-02774","Y","55","N","0.75","16.1","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-14","EMD,KAS,MTM","Y","","Colorado Horse Rescue","21.0","1","0","2640-97438","2640-97508","2721-02775","Y","58.5","N","0.25","19.3","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-14","EMD,KAS,MTM","Y","","Colorado Horse Rescue","21.0","1","0","2640-97438","2640-97508","2721-02776","Y","55","N","0.75","14.4","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-01","EMD","Y","","Colorado Horse Rescue","21.2","2","0","2640-97438","2640-97508","2811-00463","Y","54","N","1","14.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-01","EMD","Y","","Colorado Horse Rescue","21.2","2","0","2640-97438","2640-97508","2811-00464","Y","48.5","N","1","17.5","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-01","EMD","Y","","Colorado Horse Rescue","21.2","2","0","2640-97438","2640-97508","2811-00465","Y","56","N","","17.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-28","EMD,ERG","Y","","Colorado Horse Rescue","22.0","1","0","2640-97313","2640-97506","2721-03094","Y","55","N","1","16.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-28","EMD,ERG","Y","","Colorado Horse Rescue","22.0","1","0","2640-97313","2640-97506","2721-03095","Y","57","N","0.5","16.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-28","EMD,ERG","Y","","Colorado Horse Rescue","22.0","1","0","2640-97313","2640-97506","2721-03096","Y","46","N","0.75","14.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-28","EMD,ERG","Y","","Colorado Horse Rescue","22.0","1","0","2640-97313","2640-97506","2721-03097","Y","53","N","0.5","16","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-24","EMD,ERG","Y","","Colorado Horse Rescue","23.2","2","0","2600-54950","2640-97442","2811-00447","Y","67","N","1","19.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-24","EMD,ERG","Y","","Colorado Horse Rescue","23.2","2","0","2600-54950","2640-97442","2811-00448","Y","65.5","N","1","21","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-24","EMD,ERG","Y","","Colorado Horse Rescue","23.2","2","0","2600-54950","2640-97442","2811-00449","Y","60","N","1","18.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-24","EMD,ERG","Y","","Colorado Horse Rescue","23.2","2","0","2600-54950","2640-97442","2811-00450","Y","56","N","0.25","19","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-07","EMD","Y","","Colorado Horse Rescue","25.0","2","0","2510-63457","2640-97443","2811-00481","Y","54","N","0.5","19.2","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-07","EMD","Y","","Colorado Horse Rescue","25.0","2","0","2510-63457","2640-97443","2811-00482","Y","61","N","0.75","19.9","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-07","EMD","Y","","Colorado Horse Rescue","25.0","2","0","2510-63457","2640-97443","2811-00483","Y","54","N","0.75","18.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-23","EMD,KAS","Y","","Colorado Horse Rescue","26.0","1","0","2640-97519","2640-97435","2721-03039","Y","53","N","1","19.6","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-23","EMD,KAS","Y","","Colorado Horse Rescue","26.0","1","0","2640-97519","2640-97435","2721-03040","Y","55","N","0.25","20.8","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-23","EMD,KAS","Y","","Colorado Horse Rescue","26.0","1","0","2640-97519","2640-97435","2721-03041","Y","48","N","1","20.9","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-11","EMD","Y","","Colorado Horse Rescue","26.2","2","0","2640-97519","2640-97435","2811-00537","Y","70","N","0.75","19.2","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-11","EMD","Y","","Colorado Horse Rescue","26.2","2","0","2640-97519","2640-97435","2811-00538","Y","66","","1","18.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-03","EMD","Y","","Colorado Horse Rescue","27.0","1","0","2640-97432","2640-97443","2321-62842","Y","59","N","1","14.3","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-03","EMD","Y","","Colorado Horse Rescue","27.0","1","0","2640-97432","2640-97443","2321-62843","Y","56","N","0.25","14.5","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-03","EMD","Y","","Colorado Horse Rescue","27.0","1","0","2640-97432","2640-97443","2321-62844","Y","65","N","1","15.1","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-03","EMD","Y","","Colorado Horse Rescue","27.0","1","0","2640-97432","2640-97443","2321-62845","Y","61","N","","15.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-21","AMG,MTM","N","14","Colorado Horse Rescue","27.2","2","0","2640-97432","2640-97443","2811-00584","Y","72","N","0.6","19.25","Y","","N","Mites on our hands-just a few","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-21","AMG,MTM","N","14","Colorado Horse Rescue","27.2","2","0","2640-97432","2640-97443","2811-00585","Y","65","N","1","19.66","Y","","N","Mites on our hands-just a few","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-16","AMG,JKC","Y","","Colorado Horse Rescue","28.0","2","1","2640-97522","2640-97328","2321-62883","Y","57","N","0.8","18.19","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-16","AMG,JKC","Y","","Colorado Horse Rescue","28.0","2","1","2640-97522","2640-97328","2321-62884","Y","59","N","0.9","15.84","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-16","AMG,JKC","Y","","Colorado Horse Rescue","28.0","2","1","2640-97522","2640-97328","2321-62885","Y","60","N","0.3","13.81","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-30","ERG","Y","","Colorado Horse Rescue","32.0","1","0","2640-97335","2640-97521","2321-62810","Y","53.5","N","0.25","15.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-30","ERG","Y","","Colorado Horse Rescue","32.0","1","0","2640-97335","2640-97521","2321-62811","Y","42","N","0.75","12.2","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-30","ERG","Y","","Colorado Horse Rescue","32.0","1","0","2640-97335","2640-97521","2321-62812","Y","47","N","1","13.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-30","ERG","Y","","Colorado Horse Rescue","32.0","1","0","2640-97335","2640-97521","2321-62813","Y","57","N","1","16.3","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-30","ERG","Y","","Colorado Horse Rescue","32.0","1","0","2640-97335","2640-97521","2321-62814","Y","49.5","N","0.75","15.5","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-20","AMG","N","11","Colorado Horse Rescue","32.2","2","0","2640-97335","2640-97521","2721-02696","Y","42","N","0.8","15.13","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-20","AMG","N","11","Colorado Horse Rescue","32.2","2","0","2640-97335","2640-97521","2721-02697","Y","41","N","0.1","14.91","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-20","AMG","N","11","Colorado Horse Rescue","32.2","2","0","2640-97335","2640-97521","2721-02698","Y","46","N","1","16.96","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-20","AMG","N","11","Colorado Horse Rescue","32.2","2","0","2640-97335","2640-97521","2721-02699","Y","30","N","0.4","10.06","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-23","EMD,KAS","Y","","Colorado Horse Rescue","33.0","1","0","2640-97186","2640-97457","2721-03042","Y","63","N","0.25","21.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-23","EMD,KAS","Y","","Colorado Horse Rescue","33.0","1","0","2640-97186","2640-97457","2721-03043","Y","55","N","0.5","21.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-23","EMD,KAS","Y","","Colorado Horse Rescue","33.0","1","0","2640-97186","2640-97457","2721-03044","Y","62","N","1","19.8","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-09","MTM,AMG","Y","","Colorado Horse Rescue","34.0","1","0","2721-02706","2600-27559","2181-25001","Y","56","N","Yes","18.16","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-09","MTM,AMG","Y","","Colorado Horse Rescue","34.0","1","0","2721-02706","2600-27559","2181-25002","Y","59","N","Yes","16.66","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-09","MTM,AMG","Y","","Colorado Horse Rescue","34.0","1","0","2721-02706","2600-27559","2181-25003","Y","49.5","N","Yes","15.05","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-09","MTM,AMG","Y","","Colorado Horse Rescue","34.0","1","0","2721-02706","2600-27559","2181-25004","Y","54.5","N","Yes","14.44","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-09","MTM,AMG","Y","","Colorado Horse Rescue","34.0","1","0","2721-02706","2600-27559","2181-25005","Y","55","N","Yes","16.93","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-27","EMD","N","11","Colorado Horse Rescue","34.2","2","2","2721-02706","2600-27559","2811-00451","Y","62","N","0.75","18.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-27","EMD","N","11","Colorado Horse Rescue","34.2","2","2","2721-02706","2600-27559","2811-00452","Y","45","N","1","13.1","Y","Might be day 10 ","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-03","EMD","Y","","Colorado Horse Rescue","36.0","1","1","2640-97336","2721-02530","2321-62846","Y","64.5","N","0.5","15.2","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-03","EMD","Y","","Colorado Horse Rescue","36.0","1","1","2640-97336","2721-02530","2321-62847","Y","65","N","1","15.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-03","EMD","Y","","Colorado Horse Rescue","36.0","1","1","2640-97336","2721-02530","2321-62848","Y","53","N","1","15.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-03","EMD","Y","","Colorado Horse Rescue","36.0","1","1","2640-97336","2721-02530","2321-62849","Y","63.5","N","1","15.2","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-12","EMD,MTM","Y","","Colorado Horse Rescue","37.0","1","0","UNB","2510-63434","2721-02769","Y","46","N","0.75","14.2","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-12","EMD,MTM","Y","","Colorado Horse Rescue","37.0","1","0","UNB","2510-63434","2721-02770","Y","52","N","0.25","15.5","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-30","ERG","Y","","Colorado Horse Rescue","41.0","1","1","2640-97310","2600-27548","2321-62815","Y","53","N","1","12.5","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-30","ERG","Y","","Colorado Horse Rescue","41.0","1","1","2640-97310","2600-27548","2321-62816","Y","37.5","N","0","10","N","To small to bleed","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-30","ERG","Y","","Colorado Horse Rescue","41.0","1","1","2640-97310","2600-27548","2321-62817","Y","53","N","0.5","13.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-30","ERG","Y","","Colorado Horse Rescue","41.0","1","1","2640-97310","2600-27548","2321-62818","Y","58","N","1","15.1","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-20","AMG","Y","","Colorado Horse Rescue","41.2","2","1","2640-97310","2600-27548","2811-00569","Y","55","N","0.8","18.5","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-20","AMG","Y","","Colorado Horse Rescue","41.2","2","1","2640-97310","2600-27548","2811-00570","Y","38","N","0.4","10.01","N","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-20","AMG","Y","","Colorado Horse Rescue","41.2","2","1","2640-97310","2600-27548","2811-00571","Y","53","N","0.7","15.29","N","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-28","EMD,ERG","Y","","Colorado Horse Rescue","43.0","1","0","2640-97518","2600-27548","2721-03087","Y","63","N","0.5","17.5","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-28","EMD,ERG","Y","","Colorado Horse Rescue","43.0","1","0","2640-97518","2600-27548","2721-03088","Y","58","N","0.5","16.2","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-28","EMD,ERG","Y","","Colorado Horse Rescue","43.0","1","0","2640-97518","2600-27548","2721-03089","Y","55","N","1","14.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-05","EMD,ERG","Y","","Colorado Horse Rescue","44.0","1","0","2640-97525","2640-97526","2811-00401","Y","62","N","1","18.5","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-05","EMD,ERG","Y","","Colorado Horse Rescue","44.0","1","0","2640-97525","2640-97526","2811-00402","Y","39","N","0.25","10.3","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-05","EMD,ERG","Y","","Colorado Horse Rescue","44.0","1","0","2640-97525","2640-97526","2811-00403","Y","55.5","N","1","15.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-05","EMD,ERG","Y","","Colorado Horse Rescue","44.0","1","0","2640-97525","2640-97526","2811-00404","Y","65","N","0.5","17.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-20","AMG","N","13","Colorado Horse Rescue","44.2","2","0","2640-97525","2640-97526","2811-00572","Y","77","N","0.9","21.02","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-20","AMG","N","13","Colorado Horse Rescue","44.2","2","0","2640-97525","2640-97526","2811-00573","Y","63","N","1","19.11","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-20","AMG","N","13","Colorado Horse Rescue","44.2","2","0","2640-97525","2640-97526","2811-00574","Y","49","N","0.7","18.4","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-20","AMG","N","13","Colorado Horse Rescue","44.2","2","0","2640-97525","2640-97526","2811-00575","Y","67","N","1","20.63","Y","","","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-21","EMD,ERG","Y","","Colorado Horse Rescue","46.0","1","0","2640-97312","2640-97314","2811-00446","Y","46","N","0.25","15.9","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-26","EMD,ERG","Y","","Colorado Horse Rescue","52.0","1","0","2640-97448","2510-60453","2721-03072","Y","63","N","1","19.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-26","EMD,ERG","Y","","Colorado Horse Rescue","52.0","1","0","2640-97448","2510-60453","2721-03073","Y","68","N","1","20","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-26","EMD,ERG","Y","","Colorado Horse Rescue","52.0","1","0","2640-97448","2510-60453","2721-03074","Y","69.5","N","0.25","20.8","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-26","EMD,ERG","Y","","Colorado Horse Rescue","52.0","1","0","2640-97448","2510-60453","2721-03075","Y","61.5","N","0.75","20.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-09","EMD","Y","","Colorado Horse Rescue","54.0","2","0","2640-97186","2640-97457","2811-00513","Y","70","N","0.8","20.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-09","EMD","Y","","Colorado Horse Rescue","54.0","2","0","2640-97187","2640-97458","2811-00514","Y","58","N","0.75","20","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-09","EMD","Y","","Colorado Horse Rescue","54.0","2","0","2640-97188","2640-97459","2811-00515","Y","68","N","1","20.5","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-09","EMD","Y","","Colorado Horse Rescue","54.0","2","0","2640-97189","2640-97460","2811-00516","Y","52","N","1","17.6","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-05","EMD,ERG","Y","","Colorado Horse Rescue","56.0","1","0","2640-97331","2640-97509","2811-00405","Y","60.5","N","1","17.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-05","EMD,ERG","Y","","Colorado Horse Rescue","56.0","1","0","2640-97331","2640-97509","2811-00406","Y","63","N","0.5","17.8","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-05","EMD,ERG","Y","","Colorado Horse Rescue","56.0","1","0","2640-97331","2640-97509","2811-00407","Y","57.5","N","1","26.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-07-05","EMD,ERG","Y","","Colorado Horse Rescue","56.0","1","0","2640-97331","2640-97509","2811-00408","Y","48.5","N","0.25","12.4","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-19","EMD,KAS","Y","","Colorado Horse Rescue","58.0","1","0","Unknown","Unknown ","2721-03008","Y","53","N","1","15.4","Y","","N","Found one dead nestling in nest, not banded","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-19","EMD,KAS","Y","","Colorado Horse Rescue","58.0","1","0","Unknown","Unknown ","2721-03009","Y","61","N","0.5","17.6","Y","","N","Found one dead nestling in nest, not banded","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-19","EMD,KAS","Y","","Colorado Horse Rescue","58.0","1","0","Unknown","Unknown ","2721-03010","Y","51","N","0.25","15.5","Y","","N","Found one dead nestling in nest, not banded","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-06-19","EMD,KAS","Y","","Colorado Horse Rescue","58.0","1","0","Unknown","Unknown ","2721-03011","Y","63","N","0.5","17.5","Y","","N","Found one dead nestling in nest, not banded","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-07","EMD","Y","","Colorado Horse Rescue","58.2","2","0","2640-97449","2640-97511","2811-00484","Y","62","N","1","19.6","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-07","EMD","Y","","Colorado Horse Rescue","58.2","2","0","2640-97449","2640-97511","2811-00485","Y","61","N","1","19.2","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-07","EMD","Y","","Colorado Horse Rescue","58.2","2","0","2640-97449","2640-97511","2811-00486","Y","68","N","1","19.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-07","EMD","Y","","Colorado Horse Rescue","58.2","2","0","2640-97449","2640-97511","2811-00487","Y","59","N","1","18.7","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-19","EMD","Y","","Colorado Horse Rescue","59.2","2","0","UNB","2640-9733","2811-00517","Y","60.5","N","0.75","22.5","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
"2018-08-19","EMD","Y","","Colorado Horse Rescue","59.2","2","0","UNB","2640-9733","2811-00518","Y","56","N","1","21.2","Y","","N","","N","","","","","2018","","","","","","No additional data available","","","","","",NA,NA,"","","",""
