"date","initials","day12","est_age","site","nest","brood","eggs","mom_band","dad_band","band","feathers","rwl","mites_nestling","lysis_amt","mass","survived","nestling_notes","mites_pt","nest_notes","nestling_manipulated","nestling_treatment","nestling_manipulation_date","lysis","nestling_num","year","mites","mom_origin","dad_origin","original_site","original_nest","additional_data","clutch_size","max_brood","mites_nest","plasma_amount","slides","tarsus","nestling_manipulation","plasma","sex","mom_biol_band","dad_biol_band"
"2022-06-09","HKD, ASF, NC","Y","12","Blue Cloud","18","1","0","2850-57612","2640-97548","2811-83051","Y","55","0","1/2","20.66","Y","",NA,"we placed PT but when we came back someone had taken it down","N",NA,NA,"Y","1/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-09","HKD, ASF, NC","Y","12","Blue Cloud","18","1","0","2850-57612","2640-97548","2811-83052","Y","56","0","1/2","21.15","Y","",NA,"we placed PT but when we came back someone had taken it down","N",NA,NA,"Y","2/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-09","HKD, ASF, NC","Y","12","Blue Cloud","18","1","0","2850-57612","2640-97548","2811-83053","Y","52","0","1/2","21.74","Y","",NA,"we placed PT but when we came back someone had taken it down","N",NA,NA,"Y","3/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-09","HKD, ASF, NC","Y","12","Blue Cloud","18","1","0","2850-57612","2640-97548","2811-83054","Y","53","0","1/3","21.2","Y","",NA,"we placed PT but when we came back someone had taken it down","N",NA,NA,"Y","4/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-09","HKD, ASF, NC","Y","12","Blue Cloud","18","1","0","2850-57612","2640-97548","2811-83055","Y","51","0","2/3","20.94","Y","",NA,"we placed PT but when we came back someone had taken it down","N",NA,NA,"Y","5/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-10","HKD, IJM","Y","12","Struthers","10","1","0","2850-57551","2850-57552","2811-83056","Y","56","0","1/5","19.42","Y","","0","","N",NA,NA,"Y","1/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-10","HKD, IJM","Y","12","Struthers","10","1","0","2850-57551","2850-57552","2811-83057","Y","55","0","1/3","19.06","Y","","0","","N",NA,NA,"Y","2/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-10","HKD, IJM","Y","12","Struthers","10","1","0","2850-57551","2850-57552","2811-83058","Y","51.5","0","1/2","19.62","Y","","0","","N",NA,NA,"Y","3/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-10","HKD, IJM","Y","12","Struthers","10","1","0","2850-57551","2850-57552","2811-83059","Y","57.5","0","1/4","20.23","Y","","0","","N",NA,NA,"Y","4/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-10","HKD, IJM","Y","12","Struthers","10","1","0","2850-57551","2850-57552","2811-83060","Y","58","0","1/8","19.68","Y","","0","","N",NA,NA,"Y","5/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-11","HKD, APP","Y","12","Colorado Horse Rescue","32","1","0","2640-97358","2850-57731","2811-83061","Y","53","0","1/3","17.17","Y","",NA,"","N",NA,NA,"Y","1/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-11","HKD, APP","Y","12","Colorado Horse Rescue","32","1","0","2640-97358","2850-57731","2811-83062","Y","50","0","1/2","16.68","Y","",NA,"","N",NA,NA,"Y","2/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-11","HKD, APP","Y","12","Colorado Horse Rescue","32","1","0","2640-97358","2850-57731","2811-83063","Y","55.5","0","2/3","17.08","Y","",NA,"","N",NA,NA,"Y","3/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-11","HKD, APP","Y","12","Colorado Horse Rescue","32","1","0","2640-97358","2850-57731","2811-83064","Y","47.5","0","1/2","14.85","Y","",NA,"","N",NA,NA,"Y","4/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-11","HKD, APP","Y","12","Colorado Horse Rescue","32","1","0","2640-97358","2850-57731","2811-83065","Y","53","1","1/3","16.9","Y","dark spot on beak",NA,"","N",NA,NA,"Y","5/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-11","HKD, APP","N","14","Colorado Horse Rescue","77","1","1","2850-57696","UNB","2811-83066","Y","64","0","1/2","19.37","Y","Big, older than D12",NA,"paper towel removed from nest, by bird?","N",NA,NA,"Y","1/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-11","HKD, APP","N","14","Colorado Horse Rescue","77","1","1","2850-57696","UNB","2811-83067","Y","60","0","1/2","18.82","Y","Big",NA,"paper towel removed from nest, by bird?","N",NA,NA,"Y","2/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-11","HKD, APP","N","14","Colorado Horse Rescue","77","1","1","2850-57696","UNB","2811-83068","Y","51","0","1/4","18.97","Y","looks like D11-12",NA,"paper towel removed from nest, by bird?","N",NA,NA,"Y","3/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-12","HKD, NC","Y","12","Cooks","29","1","0","2850-57853","2850-57638","2811-83069","Y","48","0","1/3","16.75","Y","",NA,"put paper towel in nest but it was removed by birds","N",NA,NA,"Y","1/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-12","HKD, NC","Y","12","Cooks","29","1","0","2850-57853","2850-57638","2811-83070","Y","55","0","3/5","17.38","Y","",NA,"put paper towel in nest but it was removed by birds","N",NA,NA,"Y","2/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-12","HKD, NC","Y","12","Cooks","29","1","0","2850-57853","2850-57638","2811-83071","Y","51","0","1/3","17.82","Y","",NA,"put paper towel in nest but it was removed by birds","N",NA,NA,"Y","3/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-12","HKD, NC","Y","12","Cooks","29","1","0","2850-57853","2850-57638","2811-83072","Y","56","0","1/3","18.73","Y","",NA,"put paper towel in nest but it was removed by birds","N",NA,NA,"Y","4/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-12","HKD, NC","Y","12","Cooks","29","1","0","2850-57853","2850-57638","2811-83073","Y","52","0","1/2","17.66","Y","",NA,"put paper towel in nest but it was removed by birds","N",NA,NA,"Y","5/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-12","HKD, NC","Y","12","Colorado Horse Rescue","93","1","0","2850-57730","2640-97588","2811-83074","Y","56","0","1/3","16.33","Y","fluffy feathers","1","","N",NA,NA,"Y","1/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-12","HKD, NC","Y","12","Colorado Horse Rescue","93","1","0","2850-57730","2640-97588","2811-83075","Y","54","0","1/2","17.61","Y","","1","","N",NA,NA,"Y","2/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-12","HKD, NC","Y","12","Colorado Horse Rescue","93","1","0","2850-57730","2640-97588","2811-83076","Y","57","0","1/5","16.33","Y","","1","","N",NA,NA,"Y","3/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-12","HKD, NC","Y","12","Colorado Horse Rescue","93","1","0","2850-57730","2640-97588","2811-83077","Y","52","0","1/2","15.87","Y","","1","","N",NA,NA,"Y","4/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-12","HKD, NC","Y","12","Colorado Horse Rescue","93","1","0","2850-57730","2640-97588","2811-83078","Y","48","0","1/2","13.48","Y","","1","","N",NA,NA,"Y","5/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-13","HKD, ASF","Y","12","Blue Cloud","22","1","0","2850-57871","2850-57614","2811-83079","Y","61","0","4/5","20.36","Y","",NA,"","N",NA,NA,"Y","1/2","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-13","HKD, ASF","Y","12","Blue Cloud","22","1","0","2850-57871","2850-57614","2811-83080","Y","62","0","1/2","20.73","Y","",NA,"","N",NA,NA,"Y","2/2","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-14","HKD, APP, IJM","Y","12","Colorado Horse Rescue","102","1","2","2811-38984","2640-97589","2811-83081","Y","47","0","1/2","15.85","Y","small",NA,"put paper towel in nest but it was removed by birds","N",NA,NA,"Y","1/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-14","HKD, APP, IJM","Y","12","Colorado Horse Rescue","102","1","2","2811-38984","2640-97589","2811-83082","Y","54","0","1/3","16.4","Y","",NA,"put paper towel in nest but it was removed by birds","N",NA,NA,"Y","2/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-14","HKD, APP, IJM","Y","12","Colorado Horse Rescue","102","1","2","2811-38984","2640-97589","2811-83083","Y","53","0","1/2","15.24","Y","named bird Izzy",NA,"put paper towel in nest but it was removed by birds","N",NA,NA,"Y","3/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","ASF, NC, HKD","Y","12","Starlight","19",NA,NA,"UNB","UNB","2811-83084","Y","55.5","0","6/10","18.47","Y","",NA,"","N",NA,NA,"Y","1/1","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","HKD, NC, ASF","Y","12","Make Believe","73","1","0","2640-97596","2350-21085","2811-83085","Y","50.5","0","1/8","16.94","Y","","0","","N",NA,NA,"Y","1/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","HKD, NC, ASF","Y","12","Make Believe","73","1","0","2640-97596","2350-21085","2811-83086","Y","52.5","0","1/2","16.45","Y","","0","","N",NA,NA,"Y","2/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","HKD, NC, ASF","Y","12","Make Believe","73","1","0","2640-97596","2350-21085","2811-83087","Y","47","0","1/4","15.83","Y","","0","","N",NA,NA,"Y","3/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","HKD, NC, ASF","Y","12","Make Believe","73","1","0","2640-97596","2350-21085","2811-83088","Y","54","0","3/4","15.9","Y","","0","","N",NA,NA,"Y","4/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","HKD, NC, ASF","Y","12","Make Believe","73","1","0","2640-97596","2350-21085","2811-83089","Y","47","0","1/4","15.61","Y","","0","","N",NA,NA,"Y","5/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","HKD, IJM","Y","12","Colorado Horse Rescue","20","1","0","MB on left","2850-57496","2811-83090","Y","50","0","1/2","12.4","Y","hematoma, poked both sides; skinny",NA,"nestlings begging in bag","N",NA,NA,"Y","1/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","HKD, IJM","Y","12","Colorado Horse Rescue","20","1","0","MB on left","2850-57496","2811-83091","Y","52","0","0.3","14.46","Y","skinny",NA,"nestlings begging in bag","N",NA,NA,"Y","2/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","HKD, IJM","Y","12","Colorado Horse Rescue","20","1","0","MB on left","2850-57496","2811-83092","Y","47","0","0.6","11.35","Y","skinny",NA,"nestlings begging in bag","N",NA,NA,"Y","3/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","HKD, IJM","Y","12","Colorado Horse Rescue","20","1","0","MB on left","2850-57496","2811-83093","N","43","0","1/4","11.66","Y","small, underdeveloped",NA,"nestlings begging in bag","N",NA,NA,"Y","4/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","HKD, IJM","Y","12","Colorado Horse Rescue","20","1","0","MB on left","2850-57496","2811-83094","N","36","0","1/4","9.21","Y","super small, looks like D 7 or 8",NA,"nestlings begging in bag","N",NA,NA,"Y","5/5","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","IJM, NC, ASF","Y","12","Colorado Horse Rescue","37","1","0","2850-57735","2850-57806","2811-83095","Y","56","0","1/6","15.41","Y","",NA,"","N",NA,NA,"Y","1/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","IJM, NC, ASF","Y","12","Colorado Horse Rescue","37","1","0","2850-57735","2850-57806","2811-83096","Y","50","0","1/6","15.59","Y","",NA,"","N",NA,NA,"Y","2/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-16","IJM, NC, ASF","Y","12","Colorado Horse Rescue","37","1","0","2850-57735","2850-57806","2811-83097","Y","55.5","0","1/8","16.14","Y","poked several times",NA,"","N",NA,NA,"Y","3/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-17","HKD","Y","12","Urban Farm Girlz","2","1","0","2850-57608","2850-57899","2811-83098","Y","57.5","0","1/2","19.9","Y","","2","","N",NA,NA,"Y","1/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-17","HKD","Y","12","Urban Farm Girlz","2","1","0","2850-57608","2850-57899","2811-83099","Y","55","0","3/10","18.39","Y","","2","","N",NA,NA,"Y","2/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-17","HKD","Y","12","Urban Farm Girlz","2","1","0","2850-57608","2850-57899","2811-83100","Y","54.5","0","3/10","18.75","Y","","2","","N",NA,NA,"Y","3/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-28","HKD","Y","12","Colorado Horse Rescue","80","1","0","2850-57654","2850-57580","2811-83118","Y","53","0","1/2","17.98","Y","","0","","N",NA,NA,"Y","1/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-28","HKD","Y","12","Colorado Horse Rescue","80","1","0","2850-57654","2850-57580","2811-83119","Y","47","0","1/3","18.8","Y","","0","","N",NA,NA,"Y","2/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-28","HKD","Y","12","Colorado Horse Rescue","80","1","0","2850-57654","2850-57580","2811-83120","Y","43","0","1/4","15.08","Y","small","0","","N",NA,NA,"Y","3/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-28","HKD","Y","12","Colorado Horse Rescue","80","1","0","2850-57654","2850-57580","2811-83121","Y","51","0","1/2","15.35","Y","","0","","N",NA,NA,"Y","4/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-28","HKD","Y","12","Colorado Horse Rescue","39","1","0","2850-57649","2850-57620","2811-83122","Y","56","0","1/2","18.81","Y","","0","","N",NA,NA,"Y","1/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-28","HKD","Y","12","Colorado Horse Rescue","39","1","0","2850-57649","2850-57620","2811-83123","Y","54.5","0","1/4","18.91","Y","","0","","N",NA,NA,"Y","2/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-28","HKD","Y","12","Colorado Horse Rescue","39","1","0","2850-57649","2850-57620","2811-83124","Y","45","0","1/3","16.2","Y","feathers not developed on (6/28) taken on (6/30)","0","","N",NA,NA,"Y","3/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-28","HKD","Y","12","Colorado Horse Rescue","39","1","0","2850-57649","2850-57620","2811-83125","Y","51","0","1/4","18.78","Y","","0","","N",NA,NA,"Y","4/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-11","HKD","N","20","Starlight",NA,NA,NA,"UNB","UNB","2811-83126","N",NA,NA,"1/10",NA,"Y","Probably from nest 9 or 12",NA,"","N",NA,NA,"Y","1/1","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-14","IJM, HKD","Y","12","Make Believe","13","1","0","2850-57878","2850-57877","2811-83127","Y","50","0","1/3","16.31","Y","","0","","N",NA,NA,"Y","1/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-14","IJM, HKD","Y","12","Make Believe","13","1","0","2850-57878","2850-57877","2811-83128","Y","45","0","1/3","13.28","Y","seems small but normal development","0","","N",NA,NA,"Y","2/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-14","IJM, HKD","Y","12","Make Believe","13","1","0","2850-57878","2850-57877","2811-83129","Y","47.5","0","1/3","15.58","Y","","0","","N",NA,NA,"Y","3/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-18","APP, IJM, HKD","N","13","Cooks","27","1","0","2850-57664","2850-57676","2811-83130","Y","59","8","1/2","14.26","Y","","3","","N",NA,NA,"Y","1/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-18","APP, IJM, HKD","N","13","Cooks","27","1","0","2850-57664","2850-57676","2811-83131","Y","58","11","1/2","19.11","Y","","3","","N",NA,NA,"Y","2/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-18","APP, IJM, HKD","N","13","Cooks","27","1","0","2850-57664","2850-57676","2811-83132","Y","59.5","13","1/2","18.81","Y","","3","","N",NA,NA,"Y","3/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-18","APP, IJM, HKD","N","13","Cooks","27","1","0","2850-57664","2850-57676","2811-83133","Y","54.5","22","1/2","17.46","Y","found on floor earlier in the day","3","","N",NA,NA,"Y","4/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-20","HKD, ASF","N","13","Boyer","11",NA,"0","UNB","UNB","2811-83134","Y","54","0","1/4","17.9","Y","","0","","N",NA,NA,"Y","1/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-20","HKD, ASF","N","13","Boyer","11",NA,"0","UNB","UNB","2811-83135","Y","66","0","1/2","18.2","Y","older chick, D14?","0","","N",NA,NA,"Y","2/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-20","HKD, ASF","N","13","Boyer","11",NA,"0","UNB","UNB","2811-83136","Y","59","0","2/3","16.2","Y","","0","","N",NA,NA,"Y","3/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-20","HKD, ASF","N","13","Boyer","11",NA,"0","UNB","UNB","2811-83137","Y","70","0","1/3","18.5","Y","older chick, D14?","0","","N",NA,NA,"Y","4/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-25","ASF, HKD","N","15","Colorado Horse Rescue","11","1","0","2870-64908","2850-57733","2811-83138","Y","72","0","2/3","16.55","Y","","0","","N",NA,NA,"Y","1/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-25","ASF, HKD","N","15","Colorado Horse Rescue","11","1","0","2870-64908","2850-57733","2811-83139","Y","71","0","4/5","18.54","Y","","0","","N",NA,NA,"Y","2/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-07-25","ASF, HKD","N","15","Colorado Horse Rescue","11","1","0","2870-64908","2850-57733","2811-83140","Y","76","0","1/2","17.08","Y","","0","","N",NA,NA,"Y","3/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-09-04","HKD","N","13","Cathys","2","2","0","2850-57667","2850-57666","2811-83141","Y","60","0","tiny","13.24","Y","missing both the back toes, just stumps. Nestling was on the floor of the stall when walked in, placed back in nest after banding.","0","","N",NA,NA,"Y","1/1","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-09-07","IJM, HKD","N","11","Colorado Horse Rescue","101","2","0","2870-64908","2850-57733","2811-83142","Y","55","1","1/3","15.96","Y","","0","","N",NA,NA,"Y","1/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-09-07","IJM, HKD","N","11","Colorado Horse Rescue","101","2","0","2870-64908","2850-57733","2811-83143","N","46","0","2/3","13.8","Y","dark blood","0","","N",NA,NA,"Y","2/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-09-07","IJM, HKD","N","11","Colorado Horse Rescue","101","2","0","2870-64908","2850-57733","2811-83144","Y","49.5","1","1/2","15.12","Y","","0","","N",NA,NA,"Y","3/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-09-07","IJM, HKD","N","11","Colorado Horse Rescue","101","2","0","2870-64908","2850-57733","2811-83145","Y","51","0","1/3","15.35","Y","","0","","N",NA,NA,"Y","4/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-09-07","HKD, IJM","N","11","Colorado Horse Rescue","32","3","0","2640-97358","2850-57731","2811-83146","N","47.5","4","1/3","13.84","Y","","0","2881-33698 in nest 32 9/10","N",NA,NA,"Y","1/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-09-07","HKD, IJM","N","11","Colorado Horse Rescue","32","3","0","2640-97358","2850-57731","2811-83147","Y","51","2","1/4","14.89","Y","","0","2881-33698 in nest 32 9/10","N",NA,NA,"Y","2/3","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-15","SG, IJM, HKD","Y","12","Folsom","10","1","0",NA,NA,"2811-83222","Y","46.25","0","1/3","19.17","Y","D11; banded with other day 12s",NA,"","Y","iButton in nest and nestling measures taken",NA,"Y","4/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-15","SG, IJM, HKD","Y","12","Folsom","10","1","0",NA,NA,"2811-83223","Y","54.5","0","1/4","21.06","Y","",NA,"","Y","iButton in nest and nestling measures taken",NA,"Y","3/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-15","SG, IJM, HKD","Y","12","Folsom","10","1","0",NA,NA,"2811-83224","Y","56.25","0","2/3","20.88","Y","",NA,"","Y","iButton in nest and nestling measures taken",NA,"Y","1/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-15","SG, IJM, HKD","Y","12","Folsom","10","1","0",NA,NA,"2811-83225","Y","57.25","0","1/2","22.39","Y","",NA,"","Y","iButton in nest and nestling measures taken",NA,"Y","2/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-17","SRG","Y","12","Discovery","9","1","0",NA,NA,"2811-83226","Y","54","0","1","22.6","Y","bled a lot",NA,"","N",NA,NA,"Y","1/2","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-17","SRG","Y","12","Discovery","9","1","0",NA,NA,"2811-83227","Y","56","0","1/5","22.33","Y","",NA,"","N",NA,NA,"Y","2/2","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-20","HKD, IJM","N","13","Colorado Horse Rescue","110","1","0","2850-57846","2850-57742","2811-83228","Y","65","0","1/2","20.28","Y","","0","","N",NA,NA,"Y","1/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-20","HKD, IJM","N","13","Colorado Horse Rescue","110","1","0","2850-57846","2850-57742","2811-83229","Y","62","0","3/10","18.69","Y","","0","","N",NA,NA,"Y","2/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-20","HKD, IJM","N","13","Colorado Horse Rescue","110","1","0","2850-57846","2850-57742","2811-83230","Y","66","0","1/2","20.15","Y","","0","","N",NA,NA,"Y","3/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-06-20","HKD, IJM","N","13","Colorado Horse Rescue","110","1","0","2850-57846","2850-57742","2811-83231","Y","55","0","1/2","18.47","Y","smaller than others","0","","N",NA,NA,"Y","4/4","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
